谜面,谜底
谜面：经常搬家 （打一《水浒传》人名）,谜底：时迁
谜面：多点爱心来安家 （打一字）,谜底：嫁
谜面：喜欢三丫头 （打一欧洲国家名）,谜底：爱尔兰
谜面：匹 （打一动物）,谜底：四不象
谜面：说东道西又话北 （打一省区名）,谜底：云南省
谜面：娃娃算时间 （打三字数学名词）,谜底：小数点
谜面：家书不宜长 （打二字电信名词）,谜底：短信
谜面：只言小差错 （打一成语）,谜底：大逆不道
谜面：供不应求 （打一《水浒传》人名）,谜底：索超
谜面：把酒就残月，仿佛伴小青。 （打一成语）,谜底：杯弓蛇影
谜面：房屋重建 （打一省区名）,谜底：福建
谜面：文武俱全 （打一《三国演义》人名）,谜底：刘备
谜面：哥俩上天平 （打二字物理名词）,谜底：比重
谜面：林中烧炭 （打一成语）,谜底：就地取材
谜面：次子真机灵 （打一《西游记》人名）,谜底：二朗神
谜面：田间耕作 （打一学科名）,谜底：地理
谜面：星球大战 （打一唐朝人名）,谜底：武则天
谜面：主人微笑 （打一广东地名）,谜底：东莞
谜面：没羽箭袖手，铁扇子侧目。 （打一成语）,谜底：旁观者清
谜面：替爷爷赶马 （打一《三国演义》人名）,谜底：孙策
谜面：不要请客送礼 （打一节日，卷帘格）,谜底：情人节
谜面：完颜阿骨打登基 （打一字）,谜底：键
谜面：八戒一路辛苦 （打一成语）,谜底：能者多劳
谜面：灞桥惜别何所赠 （打一春秋人名）,谜底：柳下惠
谜面：让爹爹上去更好 （打一成语）,谜底：多多益善
谜面：猜谜指南 （打一足球用语）,谜底：射门
谜面：千里驹 （打一《三国演义》人名）,谜底：马良
谜面：横岭两侧空落落 （打一山名）,谜底：黄山
谜面：夜游宝鸡城 （打一成语）,谜底：暗度陈仓
谜面：冰河解冻 （打一省区名）,谜底：江苏
谜面：客人给小费 （打一春秋人名）,谜底：西施
谜面：叫兄左右难为人 （打一鸟名）,谜底：八哥
谜面：出没风波里 （打一体育项目）,谜底：冲浪
谜面：只算对的 （打二字数学名词）,谜底：偶数
谜面：迎客松 （打一成语）,谜底：宽以待人
谜面：再次推举 （打一运动项目）,谜底：举重
谜面：菊花插满头 （打一《三国演义》人名）,谜底：黄盖
谜面：请勿动武 （打三字语文用语）,谜底：应用文
谜面：戊戌变法 （打一成语）,谜底：一蹴而就
谜面：千金难买日初红 （打一城市名）,谜底：贵阳
谜面：老子的言论 （打一古代诗人）,谜底：李白
谜面：白马坡颜良送死，古城会蔡阳授首。 （打一成语）,谜底：性命交关
谜面：耒 （打一《西游记》人名）,谜底：如来
谜面：背后不要泼凉水 （打一城市名）,谜底：北京
谜面：一将成名三十载 （打一《三国演义》人名）,谜底：蒋干
谜面：一日不见，如三月兮。 （打一字）,谜底：晨
谜面：黛玉索句求知己 （打一中药）,谜底：枸杞
谜面：小心火烛 （打一元朝人名）,谜底：忽必烈
谜面：庄稼地边安路灯 （打一运动员名）,谜底：田亮
谜面：一百减二 （打一节气）,谜底：白露
谜面：点横撇捺 （打一文学体裁）,谜底：散文
谜面：一见芳容分明改 （打一《水浒传》人名）,谜底：方腊
谜面：川币 （打一作家名）,谜底：巴金
谜面：兴霸会子敬 （打一省区名）,谜底：甘肃
谜面：又是星期一 （打一成语）,谜底：周而复始
谜面：察言观色 （打一战国人名）,谜底：张仪
谜面：笑而不宣 （打一新疆地名）,谜底：哈密
谜面：红墙一角 （打一战争名）,谜底：赤壁之战
谜面：慢走 （打一法律术语）,谜底：缓刑
谜面：一把辛酸泪，写成红楼梦。 （打一成语）,谜底：水落石出
谜面：嘴巴不多却能闹 （打一字）,谜底：吵
谜面：买盐用了1元 （打一西晋人名）,谜底：阮咸
谜面：停战 （打一数学名词）,谜底：求和
谜面：一天左右 （打一国家名）,谜底：约旦
谜面：宋室气数尽 （打一春秋人名）,谜底：赵衰
谜面：午后结帐 （打三字数学用语）,谜底：未知数
谜面：香山居士年已五十 （打一成语）,谜底：乐天知命
谜面：夜久语声绝 （打四字气象用语）,谜底：白天多云
谜面：多情剑客无情剑 （打一省区名）,谜底：广西
谜面：背水一拼古有之 （打一省区名）,谜底：湖北
谜面：对准 （打一成语）,谜底：左右为难
谜面：谈吐不凡 （打二字文学用语）,谜底：神话
谜面：有水能掀三尺浪 （打一字）,谜底：粮
谜面：兵马纷乱迁客南望 （打一唐朝人名）,谜底：骆宾王
谜面：山东捷报 （打一作家）,谜底：鲁迅
谜面：红茶 （打一成语）,谜底：如火如荼
谜面：一退六二五 （打一字）,谜底：辛
谜面：四季只有夏秋冬 （打一节日）,谜底：春节
谜面：葱姜大蒜能去病 （打一南宋人名）,谜底：辛弃疾
谜面：颠覆之后 （打一成语）,谜底：真相大白
谜面：元旦合影 （打一音乐名词）,谜底：节拍
谜面：白日依山尽 （打一省区名）,谜底：西藏
谜面：一时差十分 （打一字）,谜底：旦
谜面：雪雁紫鹃迎宝玉 （打一成语）,谜底：一石二鸟
谜面：儿时家境平 （打一节气）,谜底：小寒
谜面：一目了然 （打一《水浒传》人名）,谜底：张清
谜面：洞房花烛夜，竹叶青青时。 （打一成语）,谜底：灯红酒绿
谜面：元旦过生日 （打一城市名）,谜底：重庆
谜面：元旦晴 （打一离合字）,谜底：月日明 
谜面：两点人到就开猜 （打一北宋人名）,谜底：狄青
谜面：吕布桥边起芳心 （打一字）,谜底：秦
谜面：老龙王计拙犯天条 （打一成语）,谜底：下不为例
谜面：第一青衣 （打一节日）,谜底：元旦
谜面：点清数目方知大 （打一字）,谜底：方
谜面：正点发车 （打一成语）,谜底：时来运转
谜面：演出道德 （打一自然灾害）,谜底：台风
谜面：踏雪寻梅 （打一《红楼梦》人名）,谜底：探春
谜面：杏开宅后 （打一《西游记》人名）,谜底：木吒
谜面：再施离间计 （打二字电信用语）,谜底：重拨
谜面：关公不见坐骑 （打一成语）,谜底：塞翁失马
谜面：百里挑一 （打一节日）,谜底：重九
谜面：伪造账目 （打一数学名词）,谜底：无理数
谜面：二 （打一省区名）,谜底：云南省
谜面：中学生写传 （打四字俗语）,谜底：少年得志
谜面：事不宜迟 （打二字运动词语）,谜底：早操
谜面：孔明三用计，周瑜一命丧。 （打二字保健用语）,谜底：气功
谜面：九九重阳结同心 （打一省区名）,谜底：吉林
谜面：月下二人踏碎冰 （打一字）,谜底：滕
谜面：举五指漫天要价 （打一成语）,谜底：高抬贵手
谜面：残月下西楼 （打一字）,谜底：屡
谜面：此地不冷不热 （打一浙江地名）,谜底：温州
谜面：月出东山日西坠 （打一成语）,谜底：此起彼落
谜面：单身宿舍 （打三字礼貌用语）,谜底：对不住
谜面：甲乙丙丁 （打一数学用语）,谜底：代数
谜面：捕鱼旺季莫迟疑 （打一娱乐场所）,谜底：网吧
谜面：从不真喝 （打二字鉴定用语）,谜底：假品
谜面：生意兴隆在子夜 （打一成语）,谜底：盛极一时
谜面：晋室东渡 （打一西汉人名）,谜底：司马迁
谜面：三日 （打二字化学用语）,谜底：结晶
谜面：春节前营运特点 （打一成语）,谜底：反客为主
谜面：生·掉首格 （打《岳阳楼记》一句）,谜底：日星隐曜
谜面：女出租车司机·粉底格 （打一国名）,谜底：伊拉客
谜面：整日东风吹，村子全变样。 （打一明代人名）,谜底：李时珍
谜面：左边一个缺，右边一个多。 （打一字）,谜底：价
谜面：一百分 （打二字教育用语）,谜底：单元
谜面：残月高高远山重 （打一字）,谜底：弦
谜面：看起来很好 （打一西汉人名）,谜底：张良
谜面：一别音容两渺茫 （打一字）,谜底：查
谜面：灯火熄灭黎明前 （打一花卉）,谜底：丁香
谜面：二一添作五 （打三字比赛用语）,谜底：平均分
谜面：改天乱支配 （打一《西游记》人名）,谜底：大圣
谜面：不见多时梦成双，善始善终两心通。 （打一成语）,谜底：林林总总
谜面：空中战斗 （打一配料）,谜底：八角
谜面：一寸光阴一寸金 （打一省会城市）,谜底：贵阳
谜面：二儿旧貌改 （打一节日）,谜底：元旦
谜面：不要人后说丑话 （打二字邮政用语）,谜底：信件
谜面：可怜花落去 （打一《红楼梦》人名）,谜底：惜春
谜面：公元前 （打一节日）,谜底：八一
谜面：吾见桥头川流水 （打一广西地名）,谜底：梧州
谜面：初听鹧鸪啼 （打一字）,谜底：鸣
谜面：一点不在乎 （打一成语）,谜底：子虚乌有
谜面：一年只有五天在家 （打六字成语）,谜底：三百六十行
谜面：从前有个人 （打一字）,谜底：众
谜面：何乐而不为 （打一离合字）,谜底：妙女少
谜面：五十加五十 （打一花卉）,谜底：百合
谜面：人到七十 （打一交通用语）,谜底：倒车
谜面：古音 （打一成语）,谜底：出口成章
谜面：先查后学 （打一明朝人名）,谜底：李自成
谜面：同学少年多不贱 （打一字）,谜底：篑
谜面：年纪小小话真多 （电视用语一）,谜底：少儿频道
谜面：路远不可测 （打一成语）,谜底：前途无量
谜面：雨后当别离 （打一节气）,谜底：小雪
谜面：颠倒为钱就是错 （打一春秋人名）,谜底：夫差
谜面：座上客常满 （打一省区名）,谜底：广西
谜面：无心考虑 （打三字口语）,谜底：没意思
谜面：谢幕之后再说话 （打一作家）,谜底：莫言
谜面：来日定红极一时 （打一古人）,谜底：纣王
谜面：留下诸葛孔明 （打一运动员）,谜底：田亮
谜面：考前整日在复习 （打一字）,谜底：翥
谜面：桥西留有半面碑 （打一水果）,谜底：石榴
谜面：拆开中间重组装 （打一电影名）,谜底：叶问
谜面：五四相会在西岳 （打一安徽名胜）,谜底：九华山
谜面：早上莫来傍晚来 （打一字）,谜底：暮
谜面：大海的儿子 （打一玩具）,谜底：洋娃娃
谜面：村前寨后香飘散 （打一首都名）,谜底：柏林
谜面：牛郎放牧 （打一花卉）,谜底：喇叭花
谜面：西施曹操得怪病 （打一成语）,谜底：痛心疾首
谜面：秋景半露浸南岳 （打一北京名胜）,谜底：香山
谜面：首次夺冠 （打一体操用语）,谜底：一二一
谜面：两水会时见清浊 （打一字）,谜底：蜻
谜面：雪里送炭 （打一西药）,谜底：白加黑
谜面：又要马儿跑，又要马儿不吃草。 （打一电脑硬件）,谜底：光驱
谜面：蜘蛛结丝意若何 （打一网络用语）,谜底：网虫
谜面：挑担有买卖 （打一字）,谜底：捏
谜面：语不惊人 （打一语文用语）,谜底：普通话
谜面：顺着念，采花蜜；倒着念，比蜜甜。 （打一动物）,谜底：蜜蜂
谜面：婚期定在元宵后 （打一成语）,谜底：大喜过望
谜面：二人共携手，用心为改革。 （打一秦代人名）,谜底：扶苏
谜面：二角四克 （打一成语）,谜底：战战兢兢
谜面：丫丫 （打一文艺名词）,谜底：二人转
谜面：一月八日到上苑 （打一节日）,谜底：腊八
谜面：助残出力，献点爱心。 （打一字）,谜底：宜
谜面：二九、四九、九九 （打一省会城市）,谜底：成都
谜面：叶公吃惊 （打一动物）,谜底：恐龙
谜面：猜谜归来喜洋洋 （打一成语）,谜底：乐在其中
谜面：东坡与少游 （打一战国人名）,谜底：苏秦
谜面：章法不佳 （打一《三国演义》人名）,谜底：文丑
谜面：画龙未点睛 （打一字）,谜底：省
谜面：店家讲信誉 （打一成语）,谜底：卖主求荣
